"price","finsqft","bedrooms","bathrooms","ac","garagesize","pool","quality","lotsize","highway"
295000,2268,4,3,"yes",3,"no","medium",23976,"no"
290000,2734,4,3,"yes",2,"no","medium",23488,"no"
300000,2228,4,3,"yes",2,"no","medium",21232,"no"
354900,3000,5,4,"yes",3,"no","medium",21643,"no"
261000,2404,5,3,"yes",3,"yes","medium",17791,"no"
174500,1840,3,2,"yes",2,"no","medium",16356,"no"
244900,2107,3,2,"no",2,"no","medium",30050,"no"
274900,2788,4,3,"yes",2,"no","medium",18960,"no"
214000,2416,3,3,"yes",2,"no","medium",15594,"no"
283000,2430,3,4,"yes",3,"no","medium",18164,"no"
177900,1584,3,2,"yes",2,"no","medium",13947,"no"
237500,1873,3,3,"yes",2,"no","medium",21998,"no"
202150,1644,4,3,"yes",2,"no","medium",19499,"no"
235000,2400,4,3,"yes",2,"no","medium",44347,"no"
217000,2094,4,3,"yes",2,"no","medium",18617,"no"
285000,2561,3,3,"yes",3,"no","medium",18985,"no"
217500,1752,3,2,"yes",2,"no","medium",24053,"no"
210000,1738,5,3,"yes",2,"no","medium",15206,"no"
183340,2068,3,2,"yes",3,"no","medium",24325,"no"
252000,2428,4,3,"yes",2,"no","medium",22727,"no"
237000,2090,4,2,"yes",2,"no","medium",22055,"no"
205000,1820,3,2,"yes",2,"no","medium",28023,"no"
285000,3219,4,4,"yes",2,"no","medium",28200,"no"
210000,2654,3,5,"yes",2,"no","medium",28882,"no"
280000,1802,4,3,"yes",2,"no","medium",27700,"no"
207000,1765,3,2,"yes",2,"no","medium",22983,"no"
221000,2786,4,3,"yes",2,"no","medium",22875,"no"
257000,1794,3,2,"yes",2,"no","medium",21691,"no"
274000,2768,3,3,"no",2,"no","medium",26268,"no"
262000,2288,3,2,"yes",2,"no","medium",16975,"no"
204400,2028,3,2,"yes",2,"no","medium",26777,"no"
254900,2620,5,3,"yes",2,"no","medium",27989,"no"
244000,1644,3,3,"yes",2,"no","medium",32164,"no"
213000,1888,3,2,"yes",3,"no","medium",14757,"no"
240000,2116,4,3,"yes",2,"no","medium",22041,"no"
235000,2313,4,3,"yes",2,"no","medium",24705,"no"
206000,1824,4,2,"yes",2,"no","medium",14748,"no"
237000,1942,4,3,"yes",2,"no","medium",23105,"no"
274000,2184,4,3,"yes",2,"no","medium",19090,"no"
275000,2578,3,3,"yes",2,"no","medium",22299,"no"
218400,2036,4,3,"yes",2,"no","medium",21996,"no"
156000,1384,2,1,"no",2,"no","medium",26706,"no"
220000,1826,4,3,"yes",2,"no","medium",19870,"no"
171500,1681,3,2,"yes",1,"no","medium",15985,"no"
180000,1726,3,2,"yes",2,"no","medium",26769,"no"
204000,1910,3,2,"yes",2,"no","medium",15423,"no"
307000,2664,4,3,"yes",2,"no","medium",22684,"no"
265000,2116,3,3,"yes",2,"no","medium",33344,"no"
209900,2030,3,3,"yes",2,"no","medium",21914,"no"
173000,1940,3,2,"no",2,"no","medium",11610,"no"
189000,1676,3,3,"no",2,"no","medium",21780,"no"
222500,2120,3,2,"yes",2,"yes","medium",17883,"no"
265000,2152,4,3,"yes",2,"no","medium",26075,"no"
264670,1984,4,3,"yes",2,"no","medium",31204,"no"
200750,1575,3,3,"yes",2,"no","medium",25543,"no"
227900,1798,3,3,"yes",2,"no","medium",17820,"no"
255000,2017,3,1,"no",1,"no","medium",86571,"no"
208500,1904,3,3,"yes",2,"no","medium",15559,"no"
226900,1718,3,3,"yes",2,"no","medium",49613,"no"
215000,1776,4,2,"no",1,"no","medium",22839,"no"
222950,2609,4,3,"yes",2,"no","medium",26087,"no"
239900,2226,3,3,"yes",2,"no","medium",13520,"no"
176000,1556,2,1,"yes",3,"no","medium",15623,"no"
228000,1764,2,2,"yes",2,"no","medium",8105,"no"
204900,1626,3,3,"yes",2,"yes","medium",15288,"no"
258000,2012,5,3,"yes",2,"no","medium",21303,"no"
241850,2090,4,4,"yes",2,"no","medium",22010,"no"
198500,2192,4,2,"yes",2,"no","medium",22851,"no"
243000,2228,4,4,"yes",2,"no","medium",21881,"no"
187000,1825,4,2,"yes",2,"no","medium",15810,"no"
233000,2132,4,3,"yes",2,"no","medium",17159,"no"
205000,2160,3,2,"yes",2,"no","medium",16555,"no"
205000,1974,3,2,"yes",2,"no","medium",26196,"no"
189000,1696,3,3,"yes",2,"no","medium",31851,"no"
204900,2132,3,3,"yes",2,"no","medium",23986,"no"
239000,1814,4,3,"yes",2,"yes","medium",24698,"no"
193000,1796,3,2,"yes",2,"no","medium",29281,"no"
260000,2268,5,3,"yes",2,"no","medium",35240,"no"
188000,1719,2,3,"yes",2,"no","medium",22009,"no"
190500,1704,3,2,"yes",2,"no","medium",22583,"no"
230000,2142,3,2,"yes",2,"no","medium",22223,"no"
240000,1705,4,2,"yes",2,"no","medium",42322,"no"
235000,1752,4,3,"yes",2,"no","medium",39267,"no"
275000,2554,5,3,"yes",2,"yes","medium",22381,"no"
205000,1650,3,2,"yes",2,"no","medium",27235,"no"
280000,2816,5,3,"yes",2,"no","medium",29109,"no"
190000,1919,3,4,"yes",2,"no","medium",20093,"no"
232500,2080,3,2,"yes",2,"no","medium",32021,"no"
259500,2108,4,4,"yes",2,"no","medium",24685,"no"
275000,2480,3,3,"yes",2,"no","medium",22144,"no"
183900,1746,3,2,"yes",2,"no","medium",52136,"no"
290000,2703,3,3,"no",4,"no","medium",43599,"no"
217950,1640,4,2,"yes",2,"no","medium",21314,"no"
220000,2196,4,3,"yes",2,"no","medium",17899,"no"
185000,1701,3,2,"yes",1,"no","medium",21938,"no"
288000,2250,3,2,"yes",2,"no","medium",23684,"no"
197500,2502,4,2,"yes",2,"no","medium",23749,"no"
179975,1762,4,3,"yes",2,"no","medium",15742,"no"
195000,2016,4,3,"yes",2,"no","medium",18102,"no"
228400,1904,3,3,"yes",2,"yes","medium",14945,"no"
194750,1652,5,2,"yes",2,"no","medium",24644,"no"
195000,2042,4,3,"no",2,"no","medium",21849,"no"
210000,2019,4,3,"yes",3,"no","medium",14837,"no"
239550,2791,5,3,"yes",3,"no","medium",22863,"no"
242000,2514,4,3,"yes",1,"no","medium",17535,"no"
185000,1746,3,2,"yes",2,"no","medium",12386,"no"
175000,1930,3,2,"yes",2,"no","medium",15923,"no"
165000,1552,3,1,"yes",3,"no","medium",27068,"no"
185000,1566,4,2,"yes",2,"no","medium",13504,"no"
173194,1669,3,2,"yes",2,"no","medium",24643,"no"
205150,1814,3,3,"yes",2,"no","medium",18714,"no"
214200,1794,3,3,"yes",3,"no","medium",24308,"no"
182500,1691,3,2,"yes",2,"yes","medium",21961,"no"
205000,1834,4,3,"yes",2,"no","medium",30726,"no"
208000,1984,5,3,"yes",2,"no","medium",22047,"no"
225000,1966,4,3,"yes",2,"no","medium",24871,"no"
170000,1669,3,2,"yes",2,"no","medium",21253,"no"
216000,2132,4,3,"yes",2,"no","medium",41332,"no"
180000,2007,4,3,"yes",2,"no","medium",15992,"no"
169200,1964,4,2,"yes",2,"no","medium",18162,"no"
213000,2325,4,3,"yes",3,"no","medium",16699,"no"
210000,2196,4,3,"yes",2,"no","medium",29329,"no"
185000,2061,3,2,"yes",2,"no","medium",25379,"no"
179900,1828,3,2,"yes",2,"no","medium",37150,"no"
196000,1956,4,3,"yes",2,"no","medium",20486,"no"
219900,1852,6,3,"yes",2,"no","medium",20800,"no"
159900,1795,1,2,"yes",2,"no","medium",26467,"no"
170000,1580,2,1,"no",1,"no","low",10799,"no"
169900,1708,3,1,"no",1,"no","low",11413,"no"
189500,1700,4,2,"no",2,"no","low",14023,"no"
195000,1742,1,1,"yes",2,"no","low",18250,"no"
215000,1890,4,2,"yes",2,"no","low",22110,"no"
171000,1512,2,1,"no",1,"no","low",14774,"no"
179900,1840,3,1,"no",2,"no","low",40832,"no"
120000,1060,2,1,"no",2,"no","low",15001,"no"
175000,1540,3,2,"no",2,"no","low",45458,"no"
232900,1550,4,2,"yes",2,"yes","low",14998,"no"
229900,2787,4,2,"yes",1,"no","low",39558,"no"
174900,1528,2,2,"yes",2,"no","low",25193,"no"
168900,1928,2,2,"no",2,"no","low",26393,"no"
229500,2329,3,2,"yes",2,"no","low",28179,"no"
236000,1940,4,3,"yes",2,"no","low",15073,"no"
205500,2114,5,2,"yes",2,"no","low",14526,"no"
212000,1799,3,2,"yes",2,"no","low",16210,"no"
205000,1864,3,2,"yes",2,"no","low",25628,"no"
193000,1581,3,2,"yes",2,"no","low",15064,"no"
180000,1652,3,2,"yes",2,"no","low",21875,"no"
184000,1592,4,2,"no",2,"no","low",25943,"no"
144900,1520,3,1,"no",1,"no","low",36359,"no"
255000,1792,2,2,"yes",2,"no","low",31257,"no"
137000,1464,2,1,"no",1,"no","low",14999,"no"
178000,1702,3,2,"no",2,"no","low",21898,"no"
296000,2180,3,2,"yes",2,"no","low",29617,"no"
186500,1486,2,2,"yes",2,"no","low",18479,"no"
170000,1364,2,1,"no",2,"no","low",26369,"no"
219000,1540,4,2,"yes",2,"no","low",30691,"no"
188000,1608,4,2,"yes",2,"no","low",19380,"no"
195250,1668,3,1,"yes",2,"no","low",17060,"no"
175000,1944,3,2,"yes",2,"no","low",43562,"no"
215000,1883,4,2,"yes",2,"yes","low",19932,"no"
197500,2215,4,1,"no",2,"no","low",25540,"no"
249900,1916,2,2,"yes",2,"no","low",20576,"no"
180000,1508,2,2,"yes",2,"no","low",32469,"no"
174900,1809,3,1,"yes",2,"no","low",16782,"no"
189900,1958,4,3,"no",2,"no","low",22788,"no"
154000,1592,2,1,"yes",2,"no","low",10332,"no"
150000,1636,2,1,"yes",2,"no","low",10000,"no"
189900,1800,3,2,"no",2,"no","low",13566,"no"
157000,1600,3,1,"no",2,"no","low",10807,"no"
182000,1550,3,1,"yes",2,"no","low",15100,"no"
187650,1578,3,1,"yes",2,"no","low",14631,"no"
175000,1644,3,1,"yes",2,"no","low",12999,"no"
189900,1556,3,2,"yes",1,"no","low",19840,"no"
175000,1672,3,1,"yes",2,"no","low",22617,"no"
159900,1650,2,2,"yes",1,"no","low",14997,"no"
184900,1676,3,2,"no",2,"no","low",16156,"no"
174900,1960,2,2,"no",2,"no","low",16953,"no"
143000,1649,3,1,"yes",1,"no","low",20096,"no"
164900,1728,3,1,"yes",1,"no","low",10999,"no"
173500,1586,3,2,"yes",1,"no","low",15862,"no"
161800,1592,2,1,"no",1,"no","low",18686,"no"
148000,1514,2,2,"yes",1,"no","low",16209,"no"
177000,1952,4,2,"yes",2,"no","low",24377,"no"
149900,1550,3,1,"yes",2,"no","low",14311,"no"
170000,1544,2,2,"no",1,"no","low",14942,"no"
142000,1566,3,1,"no",1,"no","low",15228,"no"
186900,1650,3,2,"yes",2,"no","low",22000,"no"
152900,1392,2,2,"no",2,"no","low",29199,"no"
350000,2981,5,4,"yes",2,"no","low",49756,"no"
130000,1412,2,1,"no",1,"no","low",16752,"no"
167900,2180,4,2,"no",2,"no","low",15001,"no"
184900,1704,2,2,"yes",2,"no","low",16759,"no"
178000,1600,3,2,"yes",2,"no","low",15090,"no"
111000,1276,3,2,"no",1,"no","low",11554,"no"
207000,1666,4,2,"no",1,"no","low",39523,"no"
190000,1760,3,2,"yes",2,"no","low",20193,"no"
230000,1836,3,2,"no",2,"no","low",46339,"no"
165000,1636,3,1,"no",2,"no","low",20125,"no"
210000,1748,3,2,"yes",2,"no","low",14512,"no"
226000,2556,4,2,"no",2,"no","low",36276,"no"
149900,1511,4,1,"yes",1,"no","low",14821,"no"
155000,1524,3,2,"yes",2,"no","low",21875,"no"
219900,1821,4,2,"yes",2,"no","low",16696,"no"
132000,1596,1,1,"no",0,"no","low",28357,"no"
195000,2392,4,2,"no",2,"no","low",30265,"no"
155900,1748,2,1,"yes",2,"no","low",16231,"no"
119900,1384,2,1,"no",0,"no","low",30002,"no"
175000,1628,3,1,"yes",2,"yes","low",17069,"no"
304000,1911,4,2,"yes",2,"no","low",86248,"no"
190000,1624,4,3,"no",1,"no","low",15002,"no"
229100,1956,3,2,"yes",2,"yes","low",14710,"no"
187500,2012,4,2,"no",2,"no","low",14925,"no"
173000,1590,2,2,"yes",2,"no","low",22336,"no"
170000,1687,2,1,"yes",1,"no","low",20925,"no"
179000,1816,4,1,"yes",2,"no","low",16508,"no"
162500,1622,3,1,"yes",1,"no","low",16120,"no"
172000,1604,4,2,"yes",2,"no","low",14964,"no"
153200,1592,4,2,"no",1,"no","low",16396,"no"
220000,1922,3,2,"yes",2,"no","low",33579,"no"
174000,1892,3,1,"yes",1,"no","low",14712,"no"
200000,1628,3,1,"yes",2,"no","low",15412,"no"
161000,1644,2,2,"yes",2,"no","low",17030,"no"
135000,1450,3,1,"yes",2,"no","low",15868,"no"
190000,1592,3,2,"yes",2,"no","low",22748,"no"
153800,1654,2,1,"no",2,"no","low",25874,"no"
144900,1388,2,1,"yes",2,"no","low",10568,"no"
165000,1670,3,2,"no",2,"no","low",18525,"no"
186000,1953,3,2,"yes",1,"no","low",17129,"no"
167000,2008,3,1,"yes",2,"no","low",21860,"no"
189600,1650,3,2,"yes",2,"no","low",34724,"no"
170000,1578,3,1,"yes",2,"no","low",22485,"no"
189500,1618,3,2,"yes",2,"no","low",27539,"no"
153500,1642,3,1,"no",2,"no","low",14901,"no"
159900,2008,1,2,"yes",2,"no","low",31657,"no"
158000,1604,3,2,"yes",1,"no","low",23534,"no"
175000,2035,4,2,"yes",3,"no","low",20131,"no"
147000,1534,3,2,"no",1,"no","low",15361,"no"
155000,1624,2,2,"yes",2,"no","low",16721,"no"
150000,1700,4,2,"yes",1,"no","low",15391,"no"
165000,1630,3,2,"yes",2,"no","low",24963,"no"
147000,1526,3,2,"yes",1,"no","low",15007,"no"
146250,1672,3,1,"yes",2,"no","low",22617,"no"
177500,1588,4,2,"yes",2,"no","low",21925,"no"
153650,1752,4,2,"yes",2,"no","low",9126,"no"
199500,1674,4,2,"no",2,"no","low",33237,"no"
186000,1980,3,1,"no",1,"no","low",47679,"no"
139900,1396,1,1,"no",2,"no","low",25879,"no"
160000,1178,1,1,"no",2,"no","low",9941,"no"
125000,1263,2,2,"no",0,"no","low",12357,"no"
359900,2377,5,2,"yes",2,"no","low",51005,"no"
184500,1304,3,1,"yes",2,"no","low",21305,"no"
155000,1340,3,1,"no",0,"no","low",5666,"no"
150000,1559,2,1,"no",2,"no","low",23999,"no"
146000,1412,1,2,"yes",0,"no","low",4560,"no"
129000,1198,2,2,"yes",2,"no","low",20918,"no"
145000,1424,2,1,"yes",2,"no","low",16414,"no"
200000,1370,4,1,"no",1,"no","low",8000,"no"
149900,1584,3,2,"yes",2,"no","low",13514,"no"
132000,1567,2,1,"yes",1,"no","low",12249,"no"
136900,1409,2,1,"no",1,"no","low",28421,"no"
137000,1655,2,1,"no",1,"no","low",54651,"no"
185000,1944,3,2,"yes",2,"no","low",17999,"no"
133500,1922,3,1,"no",2,"no","low",14805,"no"
124000,1480,3,2,"yes",2,"no","low",28351,"no"
95500,1184,2,1,"no",1,"no","low",14786,"no"
